ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
29,MISSOURI,MO,29021,Buchanan,29021002400,"Census Tract 24, Buchanan County, Missouri",0.8219,0.8293,0.8429,0.9121,0.9495
29,MISSOURI,MO,29195,Saline,29195090300,"Census Tract 903, Saline County, Missouri",0.6626,0.9092,0.9481,0.9352,0.9503
29,MISSOURI,MO,29510,St. Louis City,29510106200,"Census Tract 1062, St. Louis city, Missouri",0.9784,0.987,0.5476,0.6297,0.951
29,MISSOURI,MO,29133,Mississippi,29133950400,"Census Tract 9504, Mississippi County, Missouri",0.912,0.9827,0.2313,0.9553,0.9517
29,MISSOURI,MO,29207,Stoddard,29207470500,"Census Tract 4705, Stoddard County, Missouri",0.9503,0.8912,0.5317,0.8898,0.9524
29,MISSOURI,MO,29510,St. Louis City,29510112200,"Census Tract 1122, St. Louis city, Missouri",0.9142,0.9452,0.5238,0.8934,0.9531
29,MISSOURI,MO,29095,Jackson,29095000800,"Census Tract 8, Jackson County, Missouri",0.827,0.7097,0.9906,0.8919,0.9539
29,MISSOURI,MO,29081,Harrison,29081950300,"Census Tract 9503, Harrison County, Missouri",0.8371,0.9777,0.7133,0.8559,0.9546
29,MISSOURI,MO,29095,Jackson,29095011405,"Census Tract 114.05, Jackson County, Missouri",0.8277,0.9402,0.9337,0.7558,0.9553
29,MISSOURI,MO,29095,Jackson,29095013210,"Census Tract 132.10, Jackson County, Missouri",0.8623,0.6729,0.9669,0.897,0.956
29,MISSOURI,MO,29155,Pemiscot,29155470400,"Census Tract 4704, Pemiscot County, Missouri",0.9942,0.8177,0.4323,0.9244,0.9567
29,MISSOURI,MO,29019,Boone,29019001503,"Census Tract 15.03, Boone County, Missouri",0.8724,0.6765,0.6888,0.9878,0.9575
29,MISSOURI,MO,29095,Jackson,29095002200,"Census Tract 22, Jackson County, Missouri",0.9676,0.5086,0.9928,0.7932,0.9582
29,MISSOURI,MO,29510,St. Louis City,29510115100,"Census Tract 1151, St. Louis city, Missouri",0.8969,0.5396,0.9359,0.9431,0.9589
29,MISSOURI,MO,29510,St. Louis City,29510111300,"Census Tract 1113, St. Louis city, Missouri",0.9553,0.8343,0.5627,0.9416,0.9596
29,MISSOURI,MO,29510,St. Louis City,29510110200,"Census Tract 1102, St. Louis city, Missouri",0.9971,0.9957,0.8617,0.3595,0.9603
29,MISSOURI,MO,29510,St. Louis City,29510124600,"Census Tract 1246, St. Louis city, Missouri",0.9827,0.652,0.9878,0.7125,0.9611
29,MISSOURI,MO,29510,St. Louis City,29510115700,"Census Tract 1157, St. Louis city, Missouri",0.9899,0.58,0.9841,0.7428,0.9618
29,MISSOURI,MO,29069,Dunklin,29069360600,"Census Tract 3606, Dunklin County, Missouri",0.8753,0.9373,0.8646,0.7997,0.9625
29,MISSOURI,MO,29510,St. Louis City,29510106100,"Census Tract 1061, St. Louis city, Missouri",0.9683,0.969,0.5584,0.8127,0.9632
29,MISSOURI,MO,29155,Pemiscot,29155470600,"Census Tract 4706, Pemiscot County, Missouri",0.8998,0.9561,0.6657,0.8862,0.964
29,MISSOURI,MO,29189,St. Louis,29189213900,"Census Tract 2139, St. Louis County, Missouri",0.9762,0.8192,0.889,0.7284,0.9647
29,MISSOURI,MO,29095,Jackson,29095000300,"Census Tract 3, Jackson County, Missouri",0.9517,0.938,0.9719,0.5648,0.9654
29,MISSOURI,MO,29077,Greene,29077000600,"Census Tract 6, Greene County, Missouri",0.9589,0.6751,0.629,0.9777,0.9661
29,MISSOURI,MO,29095,Jackson,29095001000,"Census Tract 10, Jackson County, Missouri",0.938,0.8595,0.9935,0.6945,0.9668
29,MISSOURI,MO,29119,McDonald,29119070300,"Census Tract 703, McDonald County, Missouri",0.9301,0.7089,0.9726,0.8473,0.9676
29,MISSOURI,MO,29095,Jackson,29095005602,"Census Tract 56.02, Jackson County, Missouri",0.9892,0.9676,1,0.379,0.9683
29,MISSOURI,MO,29055,Crawford,29055450302,"Census Tract 4503.02, Crawford County, Missouri",0.9798,0.9114,0.6614,0.8271,0.969
29,MISSOURI,MO,29510,St. Louis City,29510125700,"Census Tract 1257, St. Louis city, Missouri",0.9986,0.9914,0.5627,0.6772,0.9697
29,MISSOURI,MO,29510,St. Louis City,29510120200,"Census Tract 1202, St. Louis city, Missouri",0.9748,0.9647,0.5382,0.8725,0.9704
29,MISSOURI,MO,29095,Jackson,29095017000,"Census Tract 170, Jackson County, Missouri",0.8601,0.9287,0.9784,0.8004,0.9712
29,MISSOURI,MO,29095,Jackson,29095005200,"Census Tract 52, Jackson County, Missouri",0.9704,0.2118,0.9647,0.9892,0.9719
29,MISSOURI,MO,29510,St. Louis City,29510108100,"Census Tract 1081, St. Louis city, Missouri",0.9474,0.9359,0.9467,0.6643,0.9726
29,MISSOURI,MO,29229,Wright,29229490200,"Census Tract 4902, Wright County, Missouri",0.9265,0.8084,0.7385,0.9597,0.9733
29,MISSOURI,MO,29510,St. Louis City,29510110100,"Census Tract 1101, St. Louis city, Missouri",0.9906,0.8638,0.871,0.7392,0.974
29,MISSOURI,MO,29510,St. Louis City,29510127000,"Census Tract 1270, St. Louis city, Missouri",0.987,0.3782,0.5014,1,0.9748
29,MISSOURI,MO,29095,Jackson,29095001900,"Census Tract 19, Jackson County, Missouri",0.995,0.6297,0.9921,0.7875,0.9755
29,MISSOURI,MO,29031,Cape Girardeau,29031881400,"Census Tract 8814, Cape Girardeau County, Missouri",0.9459,0.9186,0.8653,0.8091,0.9762
29,MISSOURI,MO,29189,St. Louis,29189214200,"Census Tract 2142, St. Louis County, Missouri",0.9632,0.8653,0.5202,0.9755,0.9769
29,MISSOURI,MO,29021,Buchanan,29021000500,"Census Tract 5, Buchanan County, Missouri",0.7188,0.9849,0.7622,0.9834,0.9776
29,MISSOURI,MO,29095,Jackson,29095002100,"Census Tract 21, Jackson County, Missouri",0.9964,0.7939,0.9964,0.6715,0.9784
29,MISSOURI,MO,29143,New Madrid,29143960300,"Census Tract 9603, New Madrid County, Missouri",0.8421,0.9589,0.8357,0.9337,0.9791
29,MISSOURI,MO,29009,Barry,29009960500,"Census Tract 9605, Barry County, Missouri",0.8435,0.9697,0.7392,0.9611,0.9798
29,MISSOURI,MO,29069,Dunklin,29069361000,"Census Tract 3610, Dunklin County, Missouri",0.9668,0.9971,0.7435,0.6952,0.9805
29,MISSOURI,MO,29155,Pemiscot,29155470200,"Census Tract 4702, Pemiscot County, Missouri",0.9596,0.9935,0.4661,0.9013,0.9813
29,MISSOURI,MO,29095,Jackson,29095005400,"Census Tract 54, Jackson County, Missouri",0.9769,0.4366,0.9791,0.9604,0.982
29,MISSOURI,MO,29095,Jackson,29095016400,"Census Tract 164, Jackson County, Missouri",0.9957,0.9618,0.9755,0.5483,0.9827
29,MISSOURI,MO,29021,Buchanan,29021001000,"Census Tract 10, Buchanan County, Missouri",0.9308,0.8321,0.9409,0.915,0.9834
29,MISSOURI,MO,29095,Jackson,29095002000,"Census Tract 20, Jackson County, Missouri",0.9935,0.7889,0.9942,0.7615,0.9841
29,MISSOURI,MO,29189,St. Louis,29189213600,"Census Tract 2136, St. Louis County, Missouri",0.956,0.9618,0.505,0.9741,0.9849
29,MISSOURI,MO,29095,Jackson,29095006300,"Census Tract 63, Jackson County, Missouri",0.9416,0.9791,0.9885,0.6823,0.9856
29,MISSOURI,MO,29021,Buchanan,29021003000,"Census Tract 30, Buchanan County, Missouri",0.9178,0.7659,0.9308,0.9748,0.9863
29,MISSOURI,MO,29023,Butler,29023950500,"Census Tract 9505, Butler County, Missouri",0.9841,0.9928,0.3545,0.9683,0.987
29,MISSOURI,MO,29095,Jackson,29095003400,"Census Tract 34, Jackson County, Missouri",0.9755,0.8977,0.9986,0.7752,0.9877
29,MISSOURI,MO,29159,Pettis,29159480600,"Census Tract 4806, Pettis County, Missouri",0.9438,0.9352,0.8329,0.933,0.9885
29,MISSOURI,MO,29095,Jackson,29095010201,"Census Tract 102.01, Jackson County, Missouri",0.8911,0.701,0.9777,0.9899,0.9892
29,MISSOURI,MO,29007,Audrain,29007950500,"Census Tract 9505, Audrain County, Missouri",0.9149,0.853,0.9121,0.9697,0.9899
29,MISSOURI,MO,29201,Scott,29201781200,"Census Tract 7812, Scott County, Missouri",0.8688,0.9986,0.8458,0.9236,0.9906
29,MISSOURI,MO,29095,Jackson,29095016000,"Census Tract 160, Jackson County, Missouri",0.9726,0.9337,0.9769,0.8055,0.9913
29,MISSOURI,MO,29510,St. Louis City,29510124200,"Census Tract 1242, St. Louis city, Missouri",0.9546,0.7313,0.9467,0.9827,0.9921
29,MISSOURI,MO,29095,Jackson,29095001800,"Census Tract 18, Jackson County, Missouri",0.9913,0.7478,0.9978,0.9207,0.9928
29,MISSOURI,MO,29510,St. Louis City,29510116400,"Census Tract 1164, St. Louis city, Missouri",0.9885,0.7601,0.9733,0.9388,0.9935
29,MISSOURI,MO,29510,St. Louis City,29510121200,"Census Tract 1212, St. Louis city, Missouri",0.9993,0.9669,0.9849,0.7197,0.9942
29,MISSOURI,MO,29510,St. Louis City,29510124100,"Census Tract 1241, St. Louis city, Missouri",0.9856,0.8581,0.9827,0.9308,0.995
29,MISSOURI,MO,29189,St. Louis,29189212200,"Census Tract 2122, St. Louis County, Missouri",0.9575,0.9964,0.8293,0.9359,0.9957
29,MISSOURI,MO,29069,Dunklin,29069360800,"Census Tract 3608, Dunklin County, Missouri",0.9618,0.9798,0.9445,0.9344,0.9964
29,MISSOURI,MO,29095,Jackson,29095002300,"Census Tract 23, Jackson County, Missouri",0.9776,0.8682,0.987,0.9769,0.9971
29,MISSOURI,MO,29095,Jackson,29095015400,"Census Tract 154, Jackson County, Missouri",1,0.804,0.9993,0.9676,0.9978
29,MISSOURI,MO,29510,St. Louis City,29510115600,"Census Tract 1156, St. Louis city, Missouri",0.9445,0.9481,0.9553,0.995,0.9986
29,MISSOURI,MO,29510,St. Louis City,29510127100,"Census Tract 1271, St. Louis city, Missouri",0.9733,0.9993,0.5346,0.9986,0.9993
29,MISSOURI,MO,29095,Jackson,29095005601,"Census Tract 56.01, Jackson County, Missouri",0.9805,1,0.9805,0.8199,1
